GOLD Project ID,Project Name,Project Status,Add Date,Sequencing Strategy
Gp0868907 ,"Soil microbial communities from Dead Lake NEON Field Site, Greene County, Alabama, USA - DELA_003-M-20240708-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868908 ,"Soil microbial communities from Dead Lake NEON Field Site, Greene County, Alabama, USA - DELA_004-M-20240708-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868909 ,"Soil microbial communities from Dead Lake NEON Field Site, Greene County, Alabama, USA - DELA_005-M-20240708-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868910 ,"Soil microbial communities from Dead Lake NEON Field Site, Greene County, Alabama, USA - DELA_014-M-20240708-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868911 ,"Soil microbial communities from Dead Lake NEON Field Site, Greene County, Alabama, USA - DELA_037-M-20240709-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868912 ,"Soil microbial communities from Dead Lake NEON Field Site, Greene County, Alabama, USA - DELA_038-M-20240708-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868913 ,"Soil microbial communities from Dead Lake NEON Field Site, Greene County, Alabama, USA - DELA_040-M-20240709-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868914 ,"Soil microbial communities from Dead Lake NEON Field Site, Greene County, Alabama, USA - DELA_041-M-20240708-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798373 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_001-M-20230628-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798374 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_002-M-20230629-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome 
Gp0798375 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_002-O-20230629-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798376 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_006-M-20230628-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798377 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_006-O-20230628-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798378 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_009-M-20230628-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798379 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_009-O-20230628-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798380 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_014-M-20230628-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798381 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_014-O-20230628-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798382 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_015-M-20230629-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798384 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_045-M-20230626-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798385 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_045-O-20230626-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798386 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_046-M-20230626-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798387 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_046-O-20230626-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798388 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_047-M-20230626-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798389 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_047-O-20230626-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798390 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_048-M-20230626-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798391 ,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_048-O-20230626-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0820718 ,"Soil microbial communities from Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA - DSNY_003-M-20230913-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820719 ,"Soil microbial communities from Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA - DSNY_004-M-20230912-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820720 ,"Soil microbial communities from Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA - DSNY_009-M-20230913-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820721 ,"Soil microbial communities from Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA - DSNY_041-M-20230912-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820722 ,"Soil microbial communities from Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA - DSNY_042-M-20230912-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820723 ,"Soil microbial communities from Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA - DSNY_043-M-20230912-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820690 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Barina, Yauco, Puerto Rico - GUAN_001-M-20230831-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820692 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Barina, Yauco, Puerto Rico - GUAN_003-M-20230831-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820693 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Barina, Yauco, Puerto Rico - GUAN_004-M-20230905-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820695 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Barina, Yauco, Puerto Rico - GUAN_007-M-20230831-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820691 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico - GUAN_002-M-20230831-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820694 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico - GUAN_006-M-20230906-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820696 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico - GUAN_042-M-20230905-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820697 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico - GUAN_043-M-20230904-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820698 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico - GUAN_048-M-20230906-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820699 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico - GUAN_049-M-20230906-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0869058 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Puerto Rico, USA - GUAN_001-M-20240903-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869059 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Puerto Rico, USA - GUAN_002-M-20240903-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869060 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Puerto Rico, USA - GUAN_003-M-20240829-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869061 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Puerto Rico, USA - GUAN_004-M-20240904-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869062 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Puerto Rico, USA - GUAN_006-M-20240904-COMP-DNA1 ",Incomplete ,2025-06-27,Metagenome
Gp0869063 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Puerto Rico, USA - GUAN_007-M-20240905-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869064 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Puerto Rico, USA - GUAN_042-M-20240902-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869065 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Puerto Rico, USA - GUAN_043-M-20240829-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869066 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Puerto Rico, USA - GUAN_048-M-20240903-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869067 ,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Puerto Rico, USA - GUAN_049-M-20240903-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798392 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_001-O-20230705-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868924 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_001-O-20240708-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0824476 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_001-O-21-20230705-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0885444 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_001-O-21-20240708-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885453 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_001-O-21-20241021-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0824477 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_001-O-23-20230705-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0885435 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_001-O-23-20240417-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0824478 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_001-O-41-20230705-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0798393 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_002-O-20230706-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868925 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_002-O-20240710-COMP-DNA1 ",Incomplete ,2025-06-27,Metagenome
Gp0824479 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_002-O-21-20230706-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824480 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_002-O-23-20230706-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824481 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_002-O-39-20230706-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0885436 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_002-O-41-20240423-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885445 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_002-O-41-20240710-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885454 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_002-O-41-20241017-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0868926 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_004-M-20240709-COMP-DNA1 ",Incomplete ,2025-06-27,Metagenome
Gp0798394 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_004-O-20230705-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868927 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_004-O-20240709-COMP-DNA1 ",Incomplete ,2025-06-27,Metagenome
Gp0885446 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_004-O-39-20240709-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885455 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_004-O-39-20241016-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885437 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_004-O-41-20240417-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0798395 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_005-O-20230710-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868928 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_005-O-20240710-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0885447 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_005-O-21-20240710-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0824482 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_005-O-23-20230710-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0885438 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_005-O-23-20240423-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885456 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_005-O-23-20241017-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0824483 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_005-O-39-20230710-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824484 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_005-O-41-20230710-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0798396 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_013-O-20230704-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868929 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_013-O-20240708-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0824485 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_013-O-23-20230704-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824486 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_013-O-39-20230704-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824487 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_013-O-41-20230704-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0868930 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_021-M-20240709-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798397 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_021-O-20230706-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868931 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_021-O-20240709-COMP-DNA1 ",Incomplete ,2025-06-27,Metagenome
Gp0824488 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_021-O-23-20230706-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824489 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_021-O-39-20230706-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824490 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_021-O-41-20230706-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0885439 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_021-O-41-20240423-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885448 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_021-O-41-20240709-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885457 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_021-O-41-20241021-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0868932 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_033-M-20240701-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798398 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_033-O-20230703-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868933 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_033-O-20240701-COMP-DNA1 ",Incomplete ,2025-06-27,Metagenome
Gp0824491 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_033-O-21-20230703-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0885440 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_033-O-23-20240415-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885449 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_033-O-23-20240701-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885458 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_033-O-23-20241015-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0824492 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_033-O-39-20230703-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824493 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_033-O-41-20230703-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0868934 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_034-M-20240701-COMP-DNA1 ",Incomplete ,2025-06-27,Metagenome
Gp0798399 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_034-O-20230703-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868935 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_034-O-20240701-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0885441 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_034-O-21-20240415-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885450 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_034-O-21-20240701-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885459 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_034-O-21-20241015-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0798400 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_035-O-20230704-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868936 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_035-O-20240702-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0824494 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_035-O-21-20230704-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824495 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_035-O-23-20230704-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0885442 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_035-O-23-20240415-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885451 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_035-O-23-20240702-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0824496 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_035-O-41-20230704-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0885460 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_035-O-41-20241015-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0868937 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_037-M-20240701-COMP-DNA1 ",Incomplete ,2025-06-27,Metagenome
Gp0798401 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_037-O-20230704-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868938 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_037-O-20240701-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0885443 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_037-O-23-20240415-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885452 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_037-O-41-20240701-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885461 ,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_037-O-41-20241015-GEN-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0868866 ,"Soil microbial communities from Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA - KONA_001-M-20240618-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868867 ,"Soil microbial communities from Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA - KONA_002-M-20240618-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868868 ,"Soil microbial communities from Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA - KONA_003-M-20240620-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868869 ,"Soil microbial communities from Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA - KONA_004-M-20240618-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868870 ,"Soil microbial communities from Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA - KONA_005-M-20240618-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868871 ,"Soil microbial communities from Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA - KONA_006-M-20240620-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868872 ,"Soil microbial communities from Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA - KONA_048-M-20240617-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868873 ,"Soil microbial communities from Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA - KONA_054-M-20240617-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868874 ,"Soil microbial communities from Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA - KONA_057-M-20240617-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868875 ,"Soil microbial communities from Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA - KONA_059-M-20240617-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0820674 ,"Soil microbial communities from Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA - KONZ_001-M-20230802-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0869043 ,"Soil microbial communities from Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA - KONZ_001-M-20240723-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869044 ,"Soil microbial communities from Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA - KONZ_002-M-20240723-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0820675 ,"Soil microbial communities from Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA - KONZ_003-M-20230803-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0869045 ,"Soil microbial communities from Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA - KONZ_003-M-20240724-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0820740 ,"Soil microbial communities from Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA - KONZ_004-M-20230801-COMP-DNA2 ",Permanent Draft ,2024-08-02,Metagenome
Gp0869046 ,"Soil microbial communities from Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA - KONZ_004-M-20240723-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0820676 ,"Soil microbial communities from Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA - KONZ_005-M-20230803-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
