taxon_oid	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	GOLD Study ID	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Latitude	Genome Size  * assembled	Gene Count  * assembled	MetaBAT Bin Count  * assembled	EukCC Bin Count  * assembled	GC  * assembled	Predicted Viruses	Predicted Plasmids
3300040245	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Mountain Lake Biological Station, Appalachians & Cumberland Plateau, VA, USA - MLBS_001-M-20180611-COMP-DNA1	Battelle Memorial Institute	3300040245	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	37.37828	7099593	20831	0	0	59.75	1	0
3300040285	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Lenoir Landing, Ozarks Complex, AL, USA - LENO_064-M-20160829-COMP-DNA1	Battelle Memorial Institute	3300040285	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	31.85388	6598391	20873	0	0	63.39	3	0
3300069325	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Great Smoky Mountains National Park, TN, USA - GRSM_060-O-20170718-COMP-DNA1 re-annotation	Battelle Memorial Institute	3300069325	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	35.68896	43116391	131442	0	0	59.12		
3300040266	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Barrow Environmental Observatory, Tundra, AK, USA - BARR_005-O-20170809-COMP-DNA1	Battelle Memorial Institute	3300040266	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	71.28241	7693881	21488	0	0	59.69	0	0
3300040456	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from LBJ National Grassland , Southern Plains, TX, USA - CLBJ_006-M-20170412-COMP-DNA1	Battelle Memorial Institute	3300040456	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	33.40123	3424492	10951	0	0	66.45	0	0
3300071053	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Puu Makaala Natural Area Reserve, Hawaii, USA - PUUM_004-M-20190109-COMP-DNA1	Battelle Memorial Institute	3300071053	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	19.557778	75269512	212592	0	0	62.6		
3300040527	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Oak Ridge, Appalachians & Cumberland Plateau, TN, USA - ORNL_053-O-20170621-COMP-DNA1	Battelle Memorial Institute	3300040527	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	35.96412	2575704	8000	0	0	57.38	0	0
3300070655	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from University of Notre Dame Environmental Research Center, Michigan, USA - UNDE_003-O-20200806-COMP-DNA1	Battelle Memorial Institute	3300070655	Gs0144570	Environmental	Terrestrial	Wetlands	Soil	Unclassified	46.256247	19912575	64452	0	0	61.81		
3300071074	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from San Joaquin Experimental Range, California, USA - SJER_001-M-20210301-COMP-DNA1	Battelle Memorial Institute	3300071074	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	37.106602	21058	80	0	0	65.34		
3300070827	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Talladega National Forest, Alabama, USA - TALL_003-M-20190617-COMP-DNA1	Battelle Memorial Institute	3300070827	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	32.893534	18923680	59556	0	0	59.87		
3300071003	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Onaqui, Utah, USA - ONAQ_004-M-20210525-COMP-DNA1	Battelle Memorial Institute	3300071003	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.185938	927097	3072	0	0	63.52		
3300070605	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Yellowstone National Park, Wyoming, USA - YELL_016-M-20190819-COMP-DNA1	Battelle Memorial Institute	3300070605	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	44.965771	15726891	47541	0	0	65.62		
3300040630	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Talladega National Forest, Ozarks Complex, AL, USA - TALL_004-M-20160823-COMP-DNA1	Battelle Memorial Institute	3300040630	Gs0144570	Environmental	Terrestrial	Temperate forest	Soil	Bulk soil	32.95046	1212939	3612	0	0	58.53	0	0
3300040645	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Healy, Taiga, AK, USA - HEAL_010-O-20160802-COMP-DNA1	Battelle Memorial Institute	3300040645	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	63.87569	2137822	6559	0	0	58.6	0	0
3300040685	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Delta Junction, Taiga, AK, USA - DEJU_046-O-20170621-COMP-DNA1	Battelle Memorial Institute	3300040685	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	63.88112	1049444	3245	0	0	55.48	0	0
3300040666	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Santa Rita Experimental Range, Desert Southwest, AZ, USA - SRER_053-M-20170815-COMP-DNA1	Battelle Memorial Institute	3300040666	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	31.91068	1366892	4177	0	0	63.62	0	0
3300040576	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Niwot Ridge Mountain Research Station, Southern Rockies & Colorado Plateau, CO, USA - STER_026-M-20170605-COMP-DNA1	Battelle Memorial Institute	3300040576	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.4619	2097424	6386	0	0	70.97	0	0
3300040497	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Oak Ridge, Appalachians & Cumberland Plateau, TN, USA - ORNL_046-O-20170621-COMP-DNA1	Battelle Memorial Institute	3300040497	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	35.96412	3566694	10346	0	0	54.08	0	0
3300040644	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Niwot Ridge Mountain Research Station, Southern Rockies & Colorado Plateau, CO, USA - STER_003-M-20131217-COMP-DNA1	Argonne National Laboratory	3300040644	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.4619	2140741	6109	0	0	48.16	0	0
3300040684	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Niwot Ridge Mountain Research Station, Southern Rockies & Colorado Plateau, CO, USA - STER_006-M-20160815-COMP-DNA1	Battelle Memorial Institute	3300040684	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.4619	1072591	3372	0	0	71.19	0	0
3300070927	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Disney Wilderness Preserve, Florida, USA - DSNY_009-M-20140409-COMP-DNA1	Argonne National Laboratory	3300070927	Gs0144570	Environmental	Terrestrial	Grasslands	Soil	Pasture	28.073118	1113775	3695	0	0	63.35		
3300070216	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Oak Ridge, Tennessee, USA - ORNL_002-O-20200603-COMP-DNA1	Battelle Memorial Institute	3300070216	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	35.982199	55259276	163146	0	0	59.3		
3300040392	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Disney Wilderness Preserve, Southeast, FL, USA - DSNY_009-M-33-14-20140409-GEN-DNA1	Argonne National Laboratory	3300040392	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	28.12504	5459737	16118	0	0	62.93	0	0
3300070604	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Yellowstone National Park, Wyoming, USA - YELL_012-M-20200708-COMP-DNA1	Battelle Memorial Institute	3300070604	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	44.944613	15967210	50794	0	0	61.48		
3300069559	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Niwot Ridge Mountain Research Station, Southern Rockies & Colorado Plateau, CO, USA - NIWO_002-O-20160830-COMP-DNA1 re-annotation	Battelle Memorial Institute	3300069559	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.05425	30438922	107918	0	0	61.14		
3300070673	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Blandy Experimental Farm, Virginia, USA - BLAN_033-M-20200713-COMP-DNA1	Battelle Memorial Institute	3300070673	Gs0144570	Environmental	Terrestrial	Agricultural land	Soil	Unclassified	39.058229	8791614	27520	0	0	60.26		
3300070654	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from University of Notre Dame Environmental Research Center, Michigan, USA - UNDE_003-O-20190715-COMP-DNA1	Battelle Memorial Institute	3300070654	Gs0144570	Environmental	Terrestrial	Wetlands	Soil	Unclassified	46.256247	27422803	87358	0	0	60.98		
3300069324	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Great Smoky Mountains National Park, TN, USA - GRSM_006-O-20170717-COMP-DNA1 re-annotation	Battelle Memorial Institute	3300069324	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	35.68896	12806696	38763	0	0	56.2		
3300040284	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Talladega National Forest, Ozarks Complex, AL, USA - TALL_002-M-20170612-COMP-DNA1	Battelle Memorial Institute	3300040284	Gs0144570	Environmental	Terrestrial	Temperate forest	Soil	Bulk soil	32.95046	6613015	18961	0	0	56.42	3	0
3300040244	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Harvard Forest, Northeast, MA, USA - HARV_016-O-1-1-20130709-GEN-DNA1	Argonne National Laboratory	3300040244	Gs0144570	Environmental	Terrestrial	Temperate forest	Soil	Bulk soil	42.5369	7203891	21402	0	0	63.73	0	0
3300039974	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Healy, Taiga, AK, USA - HEAL_048-O-20160725-COMP-DNA1	Battelle Memorial Institute	3300039974	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	63.87569	19293895	50443	0	0	61.83	0	0
3300070331	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_073-O-20200714-COMP-DNA1	Battelle Memorial Institute	3300070331	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	45.825842	17730365	54773	0	0	58.68		
3300070616	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Chase Lake National Wildlife Refuge, North Dakota, USA - WOOD_045-O-20170711-COMP-DNA1	Battelle Memorial Institute	3300070616	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	47.127465	1034964	3598	0	0	62.14		
3300040561	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from The University of Kansas Field Station, Prairie Peninsula, KS, USA - UKFS_009-M-20160719-COMP-DNA1	Battelle Memorial Institute	3300040561	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	39.04043	2535082	7838	0	0	59.43	0	0
3300040528	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Woodworth, Northern Plains, ND, USA - WOOD_002-M-20140507-COMP-DNA1	Argonne National Laboratory	3300040528	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	47.12823	3176760	9629	0	0	67.35	0	0
3300070828	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Talladega National Forest, Alabama, USA - TALL_003-M-20200709-COMP-DNA1	Battelle Memorial Institute	3300070828	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	32.893534	5455484	17790	0	0	58.73		
3300069472	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Central Plains Experimental Range, Central Plains, CO, USA - CPER_046-M-20140716-COMP-DNA1 re-annotation	Argonne National Laboratory	3300069472	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.81553	8518023	24234	0	0	71.61		
3300040264	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from UNDERC, Great Lakes, MI, USA - UNDE_044-O-20160815-COMP-DNA1	Battelle Memorial Institute	3300040264	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	46.23388	7791391	23049	0	0	62.75	0	0
3300071061	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Puu Makaala Natural Area Reserve, Hawaii, USA - PUUM_036-O-20190104-COMP-DNA2	Battelle Memorial Institute	3300071061	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	19.554406	14774507	47223	0	0	62.44		
3300071028	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Oak Ridge, Tennessee, USA - ORNL_043-O-20180718-COMP-DNA1	Battelle Memorial Institute	3300071028	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	35.963926	5326014	17655	0	0	61.37		
3300070551	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Talladega National Forest, Alabama, USA - TALL_006-M-20200709-COMP-DNA1	Battelle Memorial Institute	3300070551	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	32.898842	4198512	13933	0	0	57.97		
3300070501	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Smithsonian Environmental Research Center, Maryland, USA - SERC_002-M-20170712-COMP-DNA1	Battelle Memorial Institute	3300070501	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	38.895036	3276147	10898	0	0	62.18		
3300070881	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_004-O-20200715-COMP-DNA1	Battelle Memorial Institute	3300070881	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	45.822941	30635072	88967	0	0	61.57		
3300070841	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_005-O-20190807-COMP-DNA1	Battelle Memorial Institute	3300070841	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	68.560148	2763597	8933	0	0	61.19		
3300040416	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Ordway-Swisher Biological Station, Southeast, FL, USA - OSBS_004-M-20130726-COMP-DNA1	Argonne National Laboratory	3300040416	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	29.68927	4799192	13569	0	0	56.22	0	0
3300040581	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Smithsonian Conservation Biology Institute, Mid-Atlantic, VA, USA - SCBI_005-M-20170719-COMP-DNA1	Battelle Memorial Institute	3300040581	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	38.89292	1981276	6063	0	0	60.38	0	0
3300040541	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Disney Wilderness Preserve, Southeast, FL, USA - DSNY_016-M-20170829-COMP-DNA1	Battelle Memorial Institute	3300040541	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	28.12504	2704050	8442	0	0	67.45	0	0
3300070615	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Chase Lake National Wildlife Refuge, North Dakota, USA - WOOD_024-O-20200810-COMP-DNA1	Battelle Memorial Institute	3300070615	Gs0144570	Environmental	Terrestrial	Wetlands	Soil	Unclassified	47.151171	10501524	35145	0	0	64.35		
3300066012	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Blandy Experimental Farm, Mid-Atlantic, VA, USA - BLAN_007-M-20170713-COMP-DNA1 re-annotation	Battelle Memorial Institute	3300066012	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Farm	39.06026	10471026	34380	0	0	61.75		
3300039828	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Niwot Ridge Mountain Research Station, Southern Rockies & Colorado Plateau, CO, USA - STER_005-M-5-35-20130627-GEN-DNA1	Argonne National Laboratory	3300039828	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.4619	30102635	75001	0	0	68.4	4	0
3300039861	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Klemme Range Research Station, Southern Plains, OK, USA - OAES_002-M-20170627-COMP-DNA1	Battelle Memorial Institute	3300039861	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	35.41059	24064230	64839	0	0	70.56	0	0
3300070903	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Caribou-Poker Creeks Research Watershed, Alaska, USA - BONA_070-O-20200916-COMP-DNA1	Battelle Memorial Institute	3300070903	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	65.153632	81090265	182109	0	0	60.15		
3300040664	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Smithsonian Conservation Biology Institute, Mid-Atlantic, VA, USA - SCBI_012-M-20140915-COMP-DNA1	Argonne National Laboratory	3300040664	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	38.89292	1440268	4630	0	0	61.3	3	0
3300070875	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Chase Lake National Wildlife Refuge, North Dakota, USA - WOOD_005-M-20190715-COMP-DNA2	Battelle Memorial Institute	3300070875	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	47.149339	24134306	71565	0	0	68.92		
3300040084	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Niwot Ridge Mountain Research Station, Southern Rockies & Colorado Plateau, CO, USA - STER_005-M-20140325-COMP-DNA1	Argonne National Laboratory	3300040084	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.4619	13062738	32631	0	0	70.89	0	0
3300040575	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Disney Wilderness Preserve, Southeast, FL, USA - DSNY_016-M-35-17-20140327-GEN-DNA1	Argonne National Laboratory	3300040575	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	28.12504	2162515	6686	0	0	64.02	0	0
3300070444	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Northern Great Plains Research Laboratory, North Dakota, USA - NOGP_062-M-20200708-COMP-DNA1	Battelle Memorial Institute	3300070444	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	46.772266	18451636	52884	0	0	69.22		
3300070484	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Puu Makaala Natural Area Reserve, Hawaii, USA - PUUM_040-O-20200113-COMP-DNA1	Battelle Memorial Institute	3300070484	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	19.552827	9126224	30039	0	0	58.59		
3300070697	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Konza Prairie Biological Station, Kansas, USA - KONZ_002-M-20200728-COMP-DNA1	Battelle Memorial Institute	3300070697	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	39.119992	75773718	218836	0	0	66.02		
3300070974	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Konza Prairie Biological Station, Kansas, USA - KONZ_046-M-20190716-COMP-DNA1	Battelle Memorial Institute	3300070974	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	39.103068	5886765	19549	0	0	61.26		
3300040404	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from UNDERC, Great Lakes, MI, USA - UNDE_037-O-20160810-COMP-DNA1	Battelle Memorial Institute	3300040404	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	46.23388	5352048	16064	0	0	61.73	0	0
3300070215	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_042-M-20200706-COMP-DNA1	Battelle Memorial Institute	3300070215	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.04845	24218044	69861	0	0	62.5		
3300040454	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Santa Rita Experimental Range, Desert Southwest, AZ, USA - SRER_004-M-20170815-COMP-DNA1	Battelle Memorial Institute	3300040454	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	31.91068	3584360	10836	0	0	70.54	0	0
3300071076	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from San Joaquin Experimental Range, California, USA - SJER_002-M-20190312-COMP-DNA1	Battelle Memorial Institute	3300071076	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	37.082813	544512	1899	0	0	65.81		
3300040339	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Steigerwaldt Land Services, Great Lakes, WI, USA - STEI_002-M-20170705-COMP-DNA1	Battelle Memorial Institute	3300040339	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	45.50894	4524507	12905	0	0	61.49	4	0
3300071012	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Onaqui, Utah, USA - ONAQ_008-M-20210524-COMP-DNA1	Battelle Memorial Institute	3300071012	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	40.15854	10662	39	0	0	61.3		
3300071059	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Puu Makaala Natural Area Reserve, Hawaii, USA - PUUM_015-O-20210106-COMP-DNA1	Battelle Memorial Institute	3300071059	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	19.561039	250131	845	0	0	59.97		
3300066275	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Great Smoky Mountains National Park, TN, USA - GRSM_001-O-20170717-COMP-DNA1 re-annotation	Battelle Memorial Institute	3300066275	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	35.68896	7340355	23194	0	0	59.27		
3300069575	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Smithsonian Conservation Biology Institute, Mid-Atlantic, VA, USA - SCBI_006-M-20170717-COMP-DNA1 re-annotation	Battelle Memorial Institute	3300069575	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	38.89292	16047471	51055	0	0	61.71		
3300069454	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Niwot Ridge Mountain Research Station, Southern Rockies & Colorado Plateau, CO, USA - STER_018-M-20140618-COMP-DNA1 re-annotation	Argonne National Laboratory	3300069454	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.4619	7782831	23363	0	0	60.83		
3300069473	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Central Plains Experimental Range, Central Plains, CO, USA - CPER_002-M-20130701-COMP-DNA1 re-annotation	Argonne National Laboratory	3300069473	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.81553	37959357	95435	0	0	70.09		
3300070902	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Caribou-Poker Creeks Research Watershed, Alaska, USA - BONA_009-M-20190828-COMP-DNA1	Battelle Memorial Institute	3300070902	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	65.169192	9052173	26976	0	0	57.63		
3300040377	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Oak Ridge, Appalachians & Cumberland Plateau, TN, USA - ORNL_049-O-20170621-COMP-DNA1	Battelle Memorial Institute	3300040377	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	35.96412	6021750	18432	0	0	56.45	1	0
3300069416	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Oak Ridge, Appalachians & Cumberland Plateau, TN, USA - ORNL_053-M-20170621-COMP-DNA1 re-annotation	Battelle Memorial Institute	3300069416	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	35.96412	20722111	64104	0	0	58.81		
3300070490	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Smithsonian Conservation Biology Institute, Virginia, USA - SCBI_004-M-20190729-COMP-DNA1	Battelle Memorial Institute	3300070490	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	38.896938	24223423	59570	0	0	62.63		
3300070952	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Harvard Forest , Massachusetts, USA - HARV_037-O-20200713-COMP-DNA1	Battelle Memorial Institute	3300070952	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	42.537308	56253927	151446	0	0	60.59		
3300069581	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Smithsonian Environmental Research Center, Mid-Atlantic, MD, USA - SERC_045-M-20170711-COMP-DNA1 re-annotation	Battelle Memorial Institute	3300069581	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	38.89008	3887222	12565	0	0	59		
3300069513	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Disney Wilderness Preserve, Southeast, FL, USA - DSNY_016-M-20140327-COMP-DNA1 re-annotation	Argonne National Laboratory	3300069513	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	28.12504	17026372	53518	0	0	63.56		
