gold_project_id,site,sample_name,site_ID,date,layer,subplot,project_status,add_date,sequencing_strategy,community,type,sample_unknown,quadrant,year
Gp0868839,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA",PUUM_042-O-20240102,PUUM,2024-01-02,O,042,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868838,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA",PUUM_040-O-20240110,PUUM,2024-01-10,O,040,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868837,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA",PUUM_036-O-20240108,PUUM,2024-01-08,O,036,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868836,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA",PUUM_034-O-20240102,PUUM,2024-01-02,O,034,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868835,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA",PUUM_015-O-20240108,PUUM,2024-01-08,O,015,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868834,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA",PUUM_014-O-20240108,PUUM,2024-01-08,O,014,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868833,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA",PUUM_010-O-20240102,PUUM,2024-01-02,O,010,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868832,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA",PUUM_007-O-20240108,PUUM,2024-01-08,O,007,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868831,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA",PUUM_006-O-20240102,PUUM,2024-01-02,O,006,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868830,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA",PUUM_004-O-20240108,PUUM,2024-01-08,O,004,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0820740,"Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA",KONZ_004-M-20230801,KONZ,2023-08-01,M,004,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820739,"San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA",SJER_001-M-20200226,SJER,2020-02-26,M,001,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2020
Gp0820738,"San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA",SJER_002-M-20200226,SJER,2020-02-26,M,002,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2020
Gp0820737,"Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA",NIWO_043-M-20230724,NIWO,2023-07-24,M,043,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820736,"Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA",NIWO_042-M-20230724,NIWO,2023-07-24,M,042,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820735,"Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA",NIWO_041-M-20230724,NIWO,2023-07-24,M,041,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820734,"Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA",NIWO_040-O-20230724,NIWO,2023-07-24,O,040,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820733,"Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA",NIWO_040-M-20230724,NIWO,2023-07-24,M,040,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820732,"Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA",NIWO_006-M-20230726,NIWO,2023-07-26,M,006,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820731,"Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA",NIWO_005-O-20230726,NIWO,2023-07-26,O,005,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820730,"Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA",NIWO_005-M-20230726,NIWO,2023-07-26,M,005,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820729,"Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA",NIWO_004-M-20230724,NIWO,2023-07-24,M,004,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820728,"Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA",NIWO_003-M-20230726,NIWO,2023-07-26,M,003,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820727,"Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA",NIWO_002-O-20230726,NIWO,2023-07-26,O,002,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820726,"Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA",NIWO_001-O-20230726,NIWO,2023-07-26,O,001,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820725,"Niwot Ridge Mountain Research Station NEON Field site, Ward, Colorado, USA",NIWO_001-M-20230726,NIWO,2023-07-26,M,001,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820723,"Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA",DSNY_043-M-20230912,DSNY,2023-09-12,M,043,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820722,"Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA",DSNY_042-M-20230912,DSNY,2023-09-12,M,042,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820721,"Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA",DSNY_041-M-20230912,DSNY,2023-09-12,M,041,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820720,"Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA",DSNY_009-M-20230913,DSNY,2023-09-13,M,009,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820719,"Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA",DSNY_004-M-20230912,DSNY,2023-09-12,M,004,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820718,"Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA",DSNY_003-M-20230913,DSNY,2023-09-13,M,003,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820716,"Marvin Klemme Range Research Station NEON Field site, Clinton, Oklahoma, USA",OAES_044-M-20230516,OAES,2023-05-16,M,044,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820715,"Marvin Klemme Range Research Station NEON Field site, Clinton, Oklahoma, USA",OAES_043-M-20230515,OAES,2023-05-15,M,043,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820714,"Marvin Klemme Range Research Station NEON Field site, Clinton, Oklahoma, USA",OAES_042-M-20230515,OAES,2023-05-15,M,042,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820713,"Marvin Klemme Range Research Station NEON Field site, Clinton, Oklahoma, USA",OAES_009-M-20230516,OAES,2023-05-16,M,009,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820712,"Marvin Klemme Range Research Station NEON Field site, Clinton, Oklahoma, USA",OAES_004-M-20230516,OAES,2023-05-16,M,004,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820711,"Marvin Klemme Range Research Station NEON Field site, Clinton, Oklahoma, USA",OAES_003-M-20230516,OAES,2023-05-16,M,003,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820710,"Marvin Klemme Range Research Station NEON Field site, Clinton, Oklahoma, USA",OAES_002-M-20230516,OAES,2023-05-16,M,002,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820709,"Marvin Klemme Range Research Station NEON Field site, Clinton, Oklahoma, USA",OAES_001-M-20230515,OAES,2023-05-15,M,001,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820708,"Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA",CLBJ_040-M-20230509,CLBJ,2023-05-09,M,040,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820707,"Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA",CLBJ_038-M-20230510,CLBJ,2023-05-10,M,038,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820706,"Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA",CLBJ_035-M-20230517,CLBJ,2023-05-17,M,035,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820705,"Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA",CLBJ_033-M-20230510,CLBJ,2023-05-10,M,033,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820704,"Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA",CLBJ_032-M-20230510,CLBJ,2023-05-10,M,032,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820703,"Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA",CLBJ_006-M-20230509,CLBJ,2023-05-09,M,006,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820702,"Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA",CLBJ_003-M-20230509,CLBJ,2023-05-09,M,003,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820701,"Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA",CLBJ_002-M-20230509,CLBJ,2023-05-09,M,002,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820700,"Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA",CLBJ_001-M-20230508,CLBJ,2023-05-08,M,001,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820699,"Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico",GUAN_049-M-20230906,GUAN,2023-09-06,M,049,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820698,"Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico",GUAN_048-M-20230906,GUAN,2023-09-06,M,048,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820697,"Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico",GUAN_043-M-20230904,GUAN,2023-09-04,M,043,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820696,"Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico",GUAN_042-M-20230905,GUAN,2023-09-05,M,042,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820695,"Guanica Dry Forest Reserve NEON Field site, Barina, Yauco, Puerto Rico",GUAN_007-M-20230831,GUAN,2023-08-31,M,007,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820694,"Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico",GUAN_006-M-20230906,GUAN,2023-09-06,M,006,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820693,"Guanica Dry Forest Reserve NEON Field site, Barina, Yauco, Puerto Rico",GUAN_004-M-20230905,GUAN,2023-09-05,M,004,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820692,"Guanica Dry Forest Reserve NEON Field site, Barina, Yauco, Puerto Rico",GUAN_003-M-20230831,GUAN,2023-08-31,M,003,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820691,"Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico",GUAN_002-M-20230831,GUAN,2023-08-31,M,002,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820690,"Guanica Dry Forest Reserve NEON Field site, Barina, Yauco, Puerto Rico",GUAN_001-M-20230831,GUAN,2023-08-31,M,001,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820689,"University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA",UKFS_044-M-20230703,UKFS,2023-07-03,M,044,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820688,"University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA",UKFS_043-M-20230704,UKFS,2023-07-04,M,043,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820687,"University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA",UKFS_032-M-20230705,UKFS,2023-07-05,M,032,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820686,"University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA",UKFS_031-M-20230703,UKFS,2023-07-03,M,031,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820685,"University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA",UKFS_009-M-20230705,UKFS,2023-07-05,M,009,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820684,"University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA",UKFS_005-M-20230703,UKFS,2023-07-03,M,005,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820683,"University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA",UKFS_004-M-20230705,UKFS,2023-07-05,M,004,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820682,"University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA",UKFS_003-M-20230703,UKFS,2023-07-03,M,003,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820681,"University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA",UKFS_002-M-20230704,UKFS,2023-07-04,M,002,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820680,"University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA",UKFS_001-M-20230704,UKFS,2023-07-04,M,001,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820679,"Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA",KONZ_045-M-20230731,KONZ,2023-07-31,M,045,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820678,"Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA",KONZ_043-M-20230731,KONZ,2023-07-31,M,043,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820677,"Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA",KONZ_042-M-20230731,KONZ,2023-07-31,M,042,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820676,"Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA",KONZ_005-M-20230803,KONZ,2023-08-03,M,005,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820675,"Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA",KONZ_003-M-20230803,KONZ,2023-08-03,M,003,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820674,"Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA",KONZ_001-M-20230802,KONZ,2023-08-02,M,001,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820673,"Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA",OSBS_063-M-20230712,OSBS,2023-07-12,M,063,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820672,"Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA",OSBS_031-M-20230712,OSBS,2023-07-12,M,031,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820671,"Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA",OSBS_026-M-20230712,OSBS,2023-07-12,M,026,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820670,"Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA",OSBS_005-O-20230711,OSBS,2023-07-11,O,005,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820669,"Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA",OSBS_005-M-20230711,OSBS,2023-07-11,M,005,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820668,"Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA",OSBS_003-M-20230710,OSBS,2023-07-10,M,003,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820667,"Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA",CPER_001-M-20230626,CPER,2023-06-26,M,001,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820666,"San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA",SJER_048-M-20230228,SJER,2023-02-28,M,048,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820665,"San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA",SJER_047-M-20230228,SJER,2023-02-28,M,047,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820664,"San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA",SJER_046-M-20230227,SJER,2023-02-27,M,046,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820663,"San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA",SJER_045-M-20230227,SJER,2023-02-27,M,045,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820662,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA",PUUM_042-O-20230109,PUUM,2023-01-09,O,042,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820661,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA",PUUM_040-O-20230110,PUUM,2023-01-10,O,040,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820660,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA",PUUM_036-O-20230109,PUUM,2023-01-09,O,036,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820659,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA",PUUM_034-O-20230110,PUUM,2023-01-10,O,034,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820658,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA",PUUM_015-O-20230111,PUUM,2023-01-11,O,015,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820657,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA",PUUM_014-O-20230109,PUUM,2023-01-09,O,014,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820656,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA",PUUM_010-O-20230109,PUUM,2023-01-09,O,010,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820655,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA",PUUM_007-O-20230111,PUUM,2023-01-11,O,007,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820654,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA",PUUM_006-O-20230109,PUUM,2023-01-09,O,006,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0820653,"Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA",PUUM_004-O-20230111,PUUM,2023-01-11,O,004,Permanent Draft,2024-08-02,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798525,"Yellowstone National Park NEON Field Site, Wyoming, USA",YELL_002-M-20230801,YELL,2023-08-01,M,002,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798524,"Yellowstone National Park NEON Field Site, Wyoming, USA",YELL_005-M-20230807,YELL,2023-08-07,M,005,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798523,"Yellowstone National Park NEON Field Site, Wyoming, USA",YELL_009-M-20230802,YELL,2023-08-02,M,009,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798522,"Yellowstone National Park NEON Field Site, Wyoming, USA",YELL_012-M-20230802,YELL,2023-08-02,M,012,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798521,"Yellowstone National Park NEON Field Site, Wyoming, USA",YELL_016-M-20230803,YELL,2023-08-03,M,016,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798520,"Yellowstone National Park NEON Field Site, Wyoming, USA",YELL_048-M-20230801,YELL,2023-08-01,M,048,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798519,"Yellowstone National Park NEON Field Site, Wyoming, USA",YELL_052-M-20230802,YELL,2023-08-02,M,052,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798518,"Yellowstone National Park NEON Field Site, Wyoming, USA",YELL_003-M-20230802,YELL,2023-08-02,M,003,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798517,"Yellowstone National Park NEON Field Site, Wyoming, USA",YELL_051-M-20230801,YELL,2023-08-01,M,051,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798516,"Yellowstone National Park NEON Field Site, Wyoming, USA",YELL_046-M-20230801,YELL,2023-08-01,M,046,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798515,"Wind River Experimental Forest NEON Field Site, Washington, USA",WREF_072-O-20230712,WREF,2023-07-12,O,072,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798514,"Wind River Experimental Forest NEON Field Site, Washington, USA",WREF_072-M-20230712,WREF,2023-07-12,M,072,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798513,"Wind River Experimental Forest NEON Field Site, Washington, USA",WREF_071-O-20230710,WREF,2023-07-10,O,071,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798512,"Wind River Experimental Forest NEON Field Site, Washington, USA",WREF_008-O-20230712,WREF,2023-07-12,O,008,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798511,"Wind River Experimental Forest NEON Field Site, Washington, USA",WREF_007-O-20230710,WREF,2023-07-10,O,007,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798510,"Wind River Experimental Forest NEON Field Site, Washington, USA",WREF_004-O-20230712,WREF,2023-07-12,O,004,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798509,"Wind River Experimental Forest NEON Field Site, Washington, USA",WREF_003-O-20230712,WREF,2023-07-12,O,003,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798508,"Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA",WOOD_001-M-20230704,WOOD,2023-07-04,M,001,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798507,"Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA",WOOD_002-M-20230705,WOOD,2023-07-05,M,002,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798506,"Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA",WOOD_003-M-20230705,WOOD,2023-07-05,M,003,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798505,"Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA",WOOD_004-M-20230704,WOOD,2023-07-04,M,004,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798504,"Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA",WOOD_005-M-20230705,WOOD,2023-07-05,M,005,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798503,"Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA",WOOD_024-M-20230703,WOOD,2023-07-03,M,024,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798502,"Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA",WOOD_024-O-20230703,WOOD,2023-07-03,O,024,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798501,"Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA",WOOD_042-M-20230704,WOOD,2023-07-04,M,042,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798500,"Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA",WOOD_043-M-20230704,WOOD,2023-07-04,M,043,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
